permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,geocoded_address,lat,lng,accuracy,city,postal_code,state,county,geocoded_address,lat,lng,accuracy,city,postal_code,state,county
2015-094114 EP,C-1000 Commercial Remodel,Remodel,1611 W 5TH ST UNIT 165,10/16/2015,Interior Remodel to Existing Restaurant ,Final,"Hugo Deleon, De Leon Electric and A C",1404,West Loop 374,,,,Mission ,TX,78573,(956) 391-6610,,,,,,,,,,,,,,,3440,0,0,ABS 697 SUR 7 SPEAR G W ACR 3.18,1611 W 5TH ST UNIT 165,30.27432974,-97.76449539,,,,,,1611 W 5TH ST UNIT 165,30.27432974,-97.76449539,,,,,
2015-094735 MP,R- 101 Single Family Houses,New,2510 MAGIN MEADOW DR,10/16/2015,New 3 bedroom 1.5 bathroom **RESOLUTION #20071129-100 WAIVES FEES FOR THIS SMART HOUSING PROJECT**,Active,"John Austin Williams, Stan\'s Heating and Air Conditioning",9200,WATERFORD CENTRE,BLVD,Suite,100,AUSTIN,TX,78758,(512) 929-9393,,,,,,,,,,,,1295,,,,1,0,"Lot: 20A Block: E Subdivision: MEADOWS LAKE SUBDIVISION PHASE 3 & 4,  AMENDED PLAT OF PORTIONS OF ",2510 MAGIN MEADOW DR,30.17975112,-97.76099716,,,,,,2510 MAGIN MEADOW DR,30.17975112,-97.76099716,,,,,
2015-095218 PP,R- 103 Two Family Bldgs,New,5613 OVERBROOK DR,10/16/2015,"New 2-story duplex, attached garage, covered porch and patio.",Active,"Randolph Taylor, Victory Plumbing",1175,Country,RD,,108,HUTTO,TX,78634,(512) 990-7200,HARVEY JEANAM,,,,,,AUSTIN,TX,78723 4724,,,4168,,,,2,0,LOT 5 * LESS SE TRI PLUS SW TRI OF LOT 1 MANOR HILL SEC 2,5613 OVERBROOK DR,30.3039977,-97.68144266,,,,,,5613 OVERBROOK DR,30.3039977,-97.68144266,,,,,
2015-098782 MP,R- 101 Single Family Houses,New,1411 HOMESPUN RD,10/16/2015,"New 2-story Condominium Residence with attached garage, covered porch.**CONDOMINIUM RESIDENCE**",Active,"Christopher Woods, Woods Comfort Systems",,,,,,San Marcos,TX,78667,(512) 392-6907,,,,,,,,,,,,2612,,,,1,0,,1411 HOMESPUN RD,30.2092483,-97.79387274,,,,,,1411 HOMESPUN RD,30.2092483,-97.79387274,,,,,
2015-099673 MP,Residential ,Change Out,301 THELMA DR,10/16/2015,HVAC change out to existing residence ,Active,"Randy Jenkins, ABA Appliance Service Inc",2409,Richcreek,DR,,,Austin,TX,78757,(512) 795-8700,SHERROD MARY ELLEN & RONALD L,,,,,,AUSTIN,TX,78745 5647,,,,,,,,0,Lot: 8 Block: U Subdivision: BUCKINGHAM RIDGE SEC 5,301 THELMA DR,30.19170905,-97.78467496,,,,,,301 THELMA DR,30.19170905,-97.78467496,,,,,
2015-104101 MP,R- 101 Single Family Houses,New,12308 NOEL BAIN CV,10/16/2015,"New 2-story single-family residence, attached garage, covered entry porch and rear patio.",Final,"Kirt Lamontagne, Christianson Plumbing & Air Co",1950,Louis Henna ,BLVD,,,Round Rock ,TX,78664,(512) 246-5200,,,,,,,,,,,,2666,,,,1,0,LOT 10 BLK D STONEY RIDGE PHS C SEC 1,12308 NOEL BAIN CV,30.16060411,-97.63491755,,,,,,12308 NOEL BAIN CV,30.16060411,-97.63491755,,,,,
2015-104313 MP,R- 101 Single Family Houses,New,2800 MORENO ST,10/16/2015,"New 2-story single-family residence, attached garage, covered entry porch and rear patio, covered balcony.  **VOL BUILD PROJECT** **RESOLUTION #20071129-100 WAIVES FEES FOR THIS SMART HOUSING PROJECT**. ",Active,"Erik Wallace, Airtron Inc",3001,Industrial Terrace,,,,Austin,TX,78758,(512) 821-3163,,,,,,,,,,,,2641,,,,1,0,LOT 30 BLK 86 MUELLER SEC VII-C SUBD AMD (PRORATE 02/25/15 TO 12/31/15),2800 MORENO ST,30.2938121,-97.69617065,,,,,,2800 MORENO ST,30.2938121,-97.69617065,,,,,
2015-104337 MP,R- 101 Single Family Houses,New,11425 KIRKLAND HILL PATH,10/16/2015,"New 2-story single-family residence, attached garage, covered porch and uncovered patio.  **VOL BUILD PROJECT** **SMART HOUSE** ",Final,"Kirt Lamontagne, Christianson Plumbing & Air Co",1950,Louis Henna ,BLVD,,,Round Rock ,TX,78664,(512) 246-5200,,,,,,,,,,,,2661,,,,1,0,LOT 20 BLK D THORNBURY II SEC 6,11425 KIRKLAND HILL PATH,30.349327,-97.62038621,,,,,,11425 KIRKLAND HILL PATH,30.349327,-97.62038621,,,,,
2015-104350 MP,R- 101 Single Family Houses,New,1409 HOMESPUN RD,10/16/2015,"New 2-story Condominium Residence with attached garage, covered porch. **CONDOMINIUM RESIDENCE**",Active,"Christopher Woods, Woods Comfort Systems",,,,,,San Marcos,TX,78667,(512) 392-6907,,,,,,,,,,,,2478,,,,1,0,,1409 HOMESPUN RD,30.20919314,-97.79376369,,,,,,1409 HOMESPUN RD,30.20919314,-97.79376369,,,,,
2015-108663 EP,C-1000 Commercial Remodel,Remodel,816 CONGRESS AVE UNIT 970,10/16/2015,Interior Remodel to existing Admn/Bus/Prof Offices,Final,"Rickey Hendrick, KDR Electric Services, Inc.",,,,,,Austin,TX,78708,(512) 748-4705,,,,,,,,,,,,,,,5381,1,0,CEN 19FT OF LOT 4 BLOCK 098 ORIGINAL CITY (TOTAL SQ FT 3040),816 CONGRESS AVE UNIT 970,30.2705902,-97.74233901,,,,,,816 CONGRESS AVE UNIT 970,30.2705902,-97.74233901,,,,,
2015-110349 PP,C-1000 Commercial Remodel,Remodel,11005 BURNET RD UNIT 112,10/16/2015,Change Of Use from Retail to Restaurant and Interior Remodel ,Final,"Francisco Ruiz, Ruiz Plumbing",8411,Cockney,Dr,,,Austin,TX,78748,(512) 844-9187,,,,,,,,,,,,,,,1500,0,0,,11005 BURNET RD UNIT 112,30.39438656,-97.72018349,,,,,,11005 BURNET RD UNIT 112,30.39438656,-97.72018349,,,,,
2015-110971 PP,Residential ,Repair,810 JESSIE ST,10/16/2015,cap all w and ww lines ,Active,"George Christianson, Casa Mechanical Services",2401,Old Settlers,,,,Round Rock,TX,78665,(512) 334-7300,,,,,,,,,,,,,,,0,1,0,Lot: 47 Block:   Subdivision: OKIE HEIGHTS,810 JESSIE ST,30.25790407,-97.76267745,,,,,,810 JESSIE ST,30.25790407,-97.76267745,,,,,
2015-111185 PP,C-1001 Commercial Finish Out,Remodel,4600 MUELLER BLVD UNIT 1035,10/16/2015,Tenant Finish-Out to create Restaurant.,Active,"Billy Wayne Angell Jr., Angell Services LLC.",13321,Immanuel,,,,Pflugerville,TX,78660,(512) 837-0275,,,,,,,,,,,,,,,942,1,0,Lot: 1 Block:   Subdivision: MUELLER SECTION 3,4600 MUELLER BLVD UNIT 1035,30.29948846,-97.70805067,,,,,,4600 MUELLER BLVD UNIT 1035,30.29948846,-97.70805067,,,,,
2015-111808 EP,R- 101 Single Family Houses,New,13705 WIREGRASS WAY,10/16/2015,"New 1-story single-family residence, attached garage, covered porch and patio.",Active,"William B. Crist Jr., IES Residential, Inc.",,,,,,Stafford,TX,77497-0947,(281) 498-2212,,,,,,,,,,,,2843,,,,1,0,"AW0551 - Saul,   R. Sur., ACRES 60.693",13705 WIREGRASS WAY,30.48429627,-97.78937019,,,,,,13705 WIREGRASS WAY,30.48429627,-97.78937019,,,,,
2015-111903 EP,R- 434 Addition & Alterations,Addition and Remodel,2806 WOOLDRIDGE DR,10/16/2015,Interior Remodel: remodel first floor kitfchen and barhroom and second floor bathroom. Upgrades includes electrical and plumbing work.,Active,"Elias R Verver, EV Electric",,,,,,Buda,TX,78610,(512) 656-9466,,,,,,,,,,,0,0,,,,1,0,,2806 WOOLDRIDGE DR,30.29878106,-97.75126154,,,,,,2806 WOOLDRIDGE DR,30.29878106,-97.75126154,,,,,
2015-112060 DS,Res. Driveway,New,7205 TWILIGHT MESA DR,10/16/2015,Construct new Type III driveway approach.  See attached variance and easement releases.  Shall meet all other city standards.**nmt ,Final,"Octavio  A. Lopez, O&J Foundation and Concrete, Inc. (dba)",7929,F. M. 973,,,,Austin,TX,78719,(512) 844-2285,,,,,,,,,,,,,,,,,0,,7205 TWILIGHT MESA DR,30.22345852,-97.8859222,,,,,,7205 TWILIGHT MESA DR,30.22345852,-97.8859222,,,,,
2015-112249 PP,C-1000 Commercial Remodel,Remodel,4509 FREIDRICH LN BLDG 4 UNIT 415,10/16/2015,"Interior remodel to existing Admn/Bus/Prof Office, to expand restrooms & breakroom.",Final,"Joseph Clark, Joe Clark Mechanical Services",15104,Delahunty,Ln,,,Pflugerville,TX,78660,(512) 251-8660,,,,,,,,,,,,,,,970,1,0,Lot: 2 Block: A Subdivision: BARKLEY SUBDIVISION SEC 1 LOT 2,4509 FREIDRICH LN BLDG 4 UNIT 415,30.20658517,-97.75113191,,,,,,4509 FREIDRICH LN BLDG 4 UNIT 415,30.20658517,-97.75113191,,,,,
2015-113396 BP,R- 435 Renovations/Remodel ,Repair,2201 SPRING CREEK DR,10/16/2015,Replace patio door.,Final,"Julie Fuller, Sears Home Improvement Products Inc.",5696,Randolph,BLVD,Suite,160,San Antonio,TX,78233,(210) 422-0133,,,,,,,,,,,,,2391,2391,0,1,0,50% OF LOT 7 BLK 2 BARTON TERRACE SEC 1,2201 SPRING CREEK DR,30.25878311,-97.77302676,,,,,,2201 SPRING CREEK DR,30.25878311,-97.77302676,,,,,
2015-114030 EP,C-1000 Commercial Remodel,Remodel,11044 RESEARCH BLVD SB BLDG A,10/16/2015,"Interior remodel to existing Building , 2nd  floor restroom remodel.",Active,"James Rust, Rust Electrical Service Inc.",401,Cole,ST,,,Austin,TX,78737,(512) 301-5171,,,,,,,,,,,,,,,460,0,0,LOT 3 * LESS 1.134A REGISTRY OFFICE PARK,11044 RESEARCH BLVD SB BLDG A,30.40520577,-97.74627695,,,,,,11044 RESEARCH BLVD SB BLDG A,30.40520577,-97.74627695,,,,,
2015-114030 MP,C-1000 Commercial Remodel,Remodel,11044 RESEARCH BLVD SB BLDG A,10/16/2015,"Interior remodel to existing Building , 2nd  floor restroom remodel.",Final,"Juan Balderas, Cool Services Inc.",1804,Bench Mark ,DR,,,AUSTIN,TX,78728,(512) 834-2005,,,,,,,,,,,,,,,460,0,0,LOT 3 * LESS 1.134A REGISTRY OFFICE PARK,11044 RESEARCH BLVD SB BLDG A,30.40520577,-97.74627695,,,,,,11044 RESEARCH BLVD SB BLDG A,30.40520577,-97.74627695,,,,,
2015-114529 MP,R- 434 Addition & Alterations,Addition and Remodel,4414 HANK AVE,10/16/2015,Addition of accessory dwelling,Final,"Kevin Hoskins, Talon Air Home Comfort Solutions, LLC",414,Thompson,,,,Austin,TX,78742,(512) 389-9709,"Richard Goodell, ",,,,,,,,,,670,594,,,,1,0,S50FT OF LOT 4 BLK E BANISTER ACRES SEC 2,4414 HANK AVE,30.22404654,-97.78050178,,,,,,4414 HANK AVE,30.22404654,-97.78050178,,,,,
2015-114530 MP,R- 102 Secondary Apartment,New,4414 HANK AVE,10/16/2015,New secondary dwelling,Final,"Kevin Hoskins, Talon Air Home Comfort Solutions, LLC",414,Thompson,,,,Austin,TX,78742,(512) 389-9709,"Richard Goodell, ",,,,,,,,,,,850,,,,1,0,S50FT OF LOT 4 BLK E BANISTER ACRES SEC 2,4414 HANK AVE,30.22404654,-97.78050178,,,,,,4414 HANK AVE,30.22404654,-97.78050178,,,,,
2015-114668 PP,R- 329 Res Structures Other Than Bldg ,New,6708 HOT SPRINGS DR,10/16/2015,Inground swimming pool & spa w/ req\'d enclosure device for existing 1 story SF res,Cancelled - Contractor Required,,,,,,,,,,,,,,,,,,,,,,502,,,,0,0,Lot: 12 Block: C Subdivision: SHADOWRIDGE CROSSING SECTION 9,6708 HOT SPRINGS DR,30.22033591,-97.88068361,,,,,,6708 HOT SPRINGS DR,30.22033591,-97.88068361,,,,,
2015-115260 PP,R- 434 Addition & Alterations,Addition and Remodel,10008 BRANDYWINE CIR,10/16/2015,Partial Demo and Interior Remodel.  Remodel kitchen & dining area.  Adding skylights.  Vault ceiling at dining room.  Remove & infill 2 windows.  Remove 2 windows and replace with smaller windows.  Replace all cabinetry in kitchen.  New and revised roof/ceiling framing and wall bracing per plans.,Final,"John T. Duke, John Duke Plumbing",1615,Sunny Vale,ST,,,Austin,TX,78741,(512) 507-5720,,,,,,,,,,,0,0,,,,1,0,,10008 BRANDYWINE CIR,30.43743365,-97.80593855,,,,,,10008 BRANDYWINE CIR,30.43743365,-97.80593855,,,,,
2015-116294 EP,R- 101 Single Family Houses,New,7016 CARDINAL BLOOM LOOP,10/16/2015,"New sf res;3 bedrooms, 2.5 bathrooms, 3 car garage, covered porch and patio.  THIS UNIT IS PERMITTED AND WILL BE USED, ORIGINALLY, AS A MODEL HOME.  IT IS UNDERSTOOD THAT ANY SALES OFFICES WITHIN THE STRUCTURE, OR ANY LANDSCAPING SITUATED IN THE AREA WHERE THE DRIVEWAY MUST BE LOCATED, WILL BE CONVERTED TO FINAL FORM PRIOR TO RELEASING THIS DWELLING TO THE EVENTUAL BUYER. ",Active,"Aaron Gifford, Elec Tech",432,Blackman,TRL,,,Hutto,TX,78634,(512) 642-3589,,,,,,,,,,,,2569,,,,1,0,ABS 24 DELVALLE S ACR 6.9340 [1-D-1],7016 CARDINAL BLOOM LOOP,30.16346058,-97.72088166,,,,,,7016 CARDINAL BLOOM LOOP,30.16346058,-97.72088166,,,,,
2015-116428 PP,C-1000 Commercial Remodel,Remodel,401 CONGRESS AVE UNIT 1900,10/16/2015,Interior remodel to existing Admn/Bus/Prof Office.,Final,"Gary Keister, Harley\'s Plumbing Company",712,Golf Crest,LN,,,Lakeway,TX,78734,(512) 292-1845,,,,,,,,,,,,,,,15117,0,0,Lot: 1 Block:   Subdivision: CONGRESS AT FOURTH,401 CONGRESS AVE UNIT 1900,30.26640583,-97.74303559,,,,,,401 CONGRESS AVE UNIT 1900,30.26640583,-97.74303559,,,,,
